policy_number,inception_date,written_premium,sum_insured,claim_incurred
home201304,2019-03-29,468.27765481299247,173573.22135104908,0.0
home10359,2018-06-06,417.2548927425688,152091.96754557718,0.0
home17255,2018-12-09,532.1085560479866,197577.59640446166,506.2983681477199
home15009,2018-09-15,467.19880919233213,172412.38144047838,0.0
home12901,2018-10-11,438.8867411590923,160711.74715345426,0.0
home11424,2018-04-09,425.836608086022,155460.2302187214,0.0
home19499,2019-11-25,923.9603112510991,337402.4951224162,0.0
home10669,2018-02-18,419.8085099152693,153113.47992208434,0.0
home17155,2019-01-27,542.8533525598192,195949.78132602485,0.0
home14092,2019-09-25,466.6351537842132,166344.5549692752,0.0
home11210,2018-11-13,424.0424447360841,154820.29496477396,0.0
home17344,2018-07-12,536.1713979214234,199097.52361240817,0.0
home200714,2019-02-14,437.9733309411933,160895.7582942581,0.0
home13142,2018-09-03,441.510463039191,161652.2849568669,0.0
home18734,2019-03-15,678.616542218128,250772.94064807688,0.0
home201129,2019-06-27,456.6157726532766,169058.51289081218,0.0
home13513,2018-09-03,445.8683826000432,163353.61245473995,0.0
home12997,2019-11-07,453.14386732839904,161090.04257092276,0.0
home10232,2018-12-07,416.24696135609173,151664.56399434502,0.0
home10387,2018-11-25,417.50221843636723,152210.8589069109,0.0
home13549,2019-10-14,459.6755934568603,163568.802029166,0.0
home12890,2019-02-26,451.9539034649307,160644.4586314861,0.0
home10152,2019-07-22,427.9044591643519,151340.024853827,0.0
home17079,2018-04-26,523.5990526655353,194603.75256163094,0.0
home19157,2018-11-19,751.204173284703,283895.71424076695,0.0
home200693,2019-11-09,437.2892349770449,160490.05448948324,560.5704645395818
home17677,2019-03-12,570.3613717363089,206867.90780867697,0.0
home17708,2019-09-12,572.7767892133422,207821.7212904914,0.0
home17472,2019-10-14,558.7197052822947,202254.29152206774,0.0
home17154,2018-07-04,527.0158841903457,195910.09628300057,0.0
home12053,2019-04-03,443.9459358014478,157501.45423709584,0.0
home11795,2018-12-01,428.90667230241144,156668.98041925198,0.0
home16298,2018-02-12,495.25626222240993,183891.2719215119,0.0
home10891,2018-11-20,421.60709368443133,153867.41638079908,0.0
home200888,2019-02-20,444.88968280568076,163873.34929940462,0.0
home16915,2019-04-01,532.6418618421709,192067.0547776887,0.0
home16862,2018-09-01,514.7363925892233,191134.09408054862,0.0
home15309,2018-01-23,472.526100334459,174556.16996659295,0.0
home15962,2018-08-22,485.78762192977933,180258.18507475886,0.0
home16412,2018-07-17,498.77858523609353,185323.6225487635,0.0
home202087,2019-07-05,627.9157064165388,225963.33449562636,0.0
home201673,2019-02-08,508.32444223013124,189096.36030898747,0.0
home17666,2018-08-07,553.2166762556374,206582.71883352695,0.0
home14934,2019-11-08,479.8677407204071,171767.04739808204,0.0
home16912,2018-11-26,516.9970719169153,192003.47227251765,0.0
home11270,2018-02-25,424.6354514573625,155014.0218750528,0.0
home17879,2018-12-07,567.8189604364517,212705.45783331414,0.0
home18156,2018-07-09,590.0514387474512,221603.88515106973,0.0
home16299,2018-08-21,495.31575296673805,183899.54121661483,0.0
home15193,2018-02-20,470.5150225597678,173652.14432792392,0.0
home14550,2018-12-20,459.35792569413985,169048.97008362773,0.0
home18501,2019-02-08,646.0769609211095,236982.91995732603,0.0
home200314,2019-04-08,423.83052720061545,155107.3387879502,0.0
home17209,2019-10-09,545.6906501695443,196873.82664823462,0.0
home19987,2019-02-04,3221.775074194447,1448220.8626315228,0.0
home17921,2019-10-21,588.0824339001094,213971.59709065946,0.0
home15942,2018-12-23,485.2922278809895,180085.66526457426,0.0
home13675,2019-04-22,461.00212487664174,164223.96553946275,0.0
home19328,2019-04-06,834.5233184845082,304355.7609920043,0.0
home13789,2019-11-23,462.44809982585195,164815.12377461718,0.0
home17028,2018-06-11,521.3544566061523,193851.8416270559,520.6246280467661
home11804,2019-01-02,441.85109804491447,156691.84324673805,0.0
home202402,2019-10-06,984.2522340298515,370188.85254334274,1827.5365535360781
home17875,2019-11-26,584.4884588969061,212559.56401836808,0.0
home13592,2018-01-10,446.7428533817705,163774.63466466597,0.0
home10520,2019-09-25,431.1908400580579,152640.0691730271,0.0
home13516,2019-11-28,459.3201747007738,163370.75647672007,0.0
home19712,2019-04-27,1099.9423675031157,416293.06906099094,0.0
home16068,2019-09-14,503.4724358807643,181290.69160032793,0.0
home16432,2019-07-30,514.3818268439559,185565.02840738092,0.0
home12165,2019-12-05,445.0214309531577,157846.91152891153,0.0
home16229,2019-09-12,507.8692310491926,183007.61766456056,0.0
home10046,2018-05-23,413.74265680260754,150818.65708566722,0.0
home200473,2019-02-10,428.9624038238383,157180.7196044643,0.0
home12024,2018-01-13,430.85153957556093,157373.51878270303,0.0
home17479,2018-03-22,542.5793692697733,202369.26933571248,0.0
home15716,2019-09-12,495.53141066449825,178012.7620186777,0.0
home201151,2019-06-25,458.15992968703364,169526.51379668352,677.5869738459457
home17062,2019-12-05,538.6224128654796,194364.42666159396,0.0
home19559,2019-08-19,959.4463169651947,353975.48864768323,0.0
home16043,2019-11-29,502.6503931809771,181082.84290243153,0.0
home13496,2019-10-16,458.9963390043555,163280.7362035741,0.0
home201580,2019-07-03,495.76216181529963,183710.69452117046,0.0
home201820,2019-03-16,533.6991981171992,198828.9481741878,0.0
home16289,2019-05-21,509.9379154302771,183744.86865309882,0.0
home16416,2019-10-17,513.8753973668535,185343.5043816483,803.2088206121352
home14600,2018-10-17,460.153475703483,169325.07846165122,0.0
home14487,2018-12-11,458.1974276232759,168749.33038054843,0.0
home10869,2019-03-25,434.09873014451426,153767.58436480476,0.0
home18744,2018-09-22,661.6003707385196,251408.9386708436,0.0
home200951,2019-12-30,448.14668631865686,165001.65399476446,0.0
home14518,2019-04-20,472.59698460165566,168910.27753037255,0.0
home18567,2019-07-14,653.8357124790144,241091.1596815208,0.0
home12762,2019-10-15,450.71189136160774,160115.0266950797,0.0
home10869,2018-03-25,421.455077810208,153767.58436480476,0.0
home11121,2019-11-29,435.9735739234924,154544.65147658688,0.0
home10001,2018-04-14,412.4878536890882,150200.53639999218,0.0
home18950,2019-06-01,720.5014731605404,264377.61819258594,0.0
home15859,2019-01-20,498.246167568251,179328.6125316181,0.0
home12089,2019-10-15,444.25258068569656,157615.33916739258,0.0
home11614,2018-08-02,427.3826828649735,156087.76870677626,0.0
home15719,2019-07-14,495.5624909939596,178039.34211878103,0.0
home17362,2018-05-13,536.7657681235952,199630.5467989109,0.0
home18933,2019-07-20,716.2338108001705,263419.74623993435,0.0
home17081,2018-01-05,523.7087866942262,194626.64576939255,0.0
home16578,2019-12-18,519.7063801653879,187318.97104679857,0.0
home18313,2018-11-30,606.2829475194519,227318.56152971968,0.0
home11596,2019-02-23,440.09201697988834,156038.42378700024,0.0
home18402,2019-02-13,633.7053893354664,231960.1537272965,0.0
home19091,2018-11-20,734.8893754635566,277357.7534989112,0.0
home10017,2018-03-10,413.0483091722573,150485.13389022485,0.0
home17946,2018-01-16,573.6270338348945,214691.92210446595,0.0
home11192,2019-02-10,436.6394035651496,154742.1724753994,0.0
home200556,2019-11-08,431.8405551161626,158461.11201401788,0.0
home200890,2019-07-16,445.0679144189905,163889.01459903995,0.0
home10941,2018-06-15,421.9749882555938,154036.58508306797,0.0
home202113,2019-07-16,640.4846414501532,231318.29721735272,0.0
home14315,2018-08-25,455.902894640609,167568.77907624308,167568.77907624308
home13040,2019-05-22,453.6153490115718,161266.7366259745,0.0
home15601,2018-07-08,478.7374560212939,176959.33157477085,0.0
home18616,2019-04-07,660.157841858226,244049.40286616323,0.0
home200679,2019-10-15,436.8449580276713,160148.95497316096,0.0
home18947,2018-05-20,698.9224245778576,264172.1523517629,0.0
home16713,2018-06-03,509.503294606799,189092.95904138946,0.0
home12506,2019-09-30,448.3364060652056,159118.4867959116,0.0
home18338,2018-03-10,608.2232561502509,228464.63683681877,0.0
home16850,2019-06-06,529.9544135662399,191023.1138242385,0.0
home18078,2019-12-04,600.6953625354213,219232.2200738907,0.0
home202172,2019-08-24,665.1508389053292,242687.14928204258,0.0
home18740,2018-03-15,660.7591638681713,251161.34907002194,0.0
home19441,2018-10-05,863.6601952498636,325374.7137295249,0.0
home13498,2018-01-01,445.64271872205114,163284.93291233527,0.0
home19476,2018-12-05,885.3760735725281,333852.8953205263,532.5119300872955
home11860,2019-04-16,442.30688123477546,156905.87234343818,0.0
home10207,2019-09-12,428.46708886764753,151562.93003280458,0.0
home11455,2018-07-10,426.11540036614025,155549.0014852057,0.0
home13780,2019-07-24,462.31166444793115,164773.8433237164,0.0
home13944,2019-09-08,464.54568575423895,165521.06042261247,0.0
home16234,2018-07-14,493.17345826255314,183041.9100391547,0.0
home10488,2019-07-16,430.9465289508925,152537.41374995842,0.0
home10736,2018-09-08,420.3832556631837,153332.35623853304,0.0
home15617,2018-08-24,479.0524683455509,177138.92336377432,0.0
home202356,2019-07-08,872.5995387276449,320812.601610439,0.0
home11342,2018-07-15,425.18673950060656,155240.3819619647,0.0
home14943,2019-12-17,479.9792267008525,171858.20007459223,0.0
home200799,2019-10-27,441.37312720080877,162236.4772828573,0.0
home14002,2019-07-15,465.3762577166938,165800.5377078529,0.0
home11236,2018-03-14,424.3227314508491,154903.6863093927,0.0
home13717,2018-05-03,448.04330882130824,164408.75729669767,0.0
home17896,2019-02-28,586.2091940420165,213244.207819544,0.0
home15330,2019-02-24,487.1582698885966,174740.8729339796,0.0
home201507,2019-05-06,486.6273529627601,180621.28565084314,0.0
home18461,2019-03-25,640.6918513296595,235061.09539452777,0.0
home19571,2019-11-22,970.1917019075681,358782.36246231,0.0
home17459,2018-12-31,541.4092450763507,201799.17317051816,0.0
home11763,2018-01-31,428.6227419575448,156586.9402855474,0.0
home14328,2019-10-06,469.7132683129562,167615.6047705587,0.0
home201324,2019-06-25,469.62367126424795,174195.5780072503,0.0
home201847,2019-10-08,539.9993558398071,200526.9636116121,0.0
home18866,2018-03-29,683.1215669337714,258949.96358308525,0.0
home12567,2019-10-30,448.8887673497221,159357.9948304154,0.0
home17915,2018-11-18,570.6991166779044,213734.00026787107,0.0
home12604,2018-03-18,436.2246161696585,159517.3305217845,0.0
home19894,2018-11-18,1549.6069718813299,611782.7518825766,0.0
home11972,2019-12-24,443.3844747849506,157210.15926883422,0.0
home10199,2019-09-10,428.402398965355,151538.9861606735,0.0
home15370,2019-03-29,487.9674418428667,175054.46007327156,692.5058349914511
home17853,2019-09-22,583.3395098481634,211990.88646604907,0.0
home201157,2019-02-21,458.4225487705582,169764.45681457376,0.0
home17820,2019-09-06,580.6806648599402,210996.65354429686,0.0
home17783,2019-04-24,577.9327605231698,209908.9948528469,0.0
home19332,2018-05-08,815.4240551605826,305107.5324944328,0.0
home10759,2019-06-22,433.1550143281337,153407.44321845713,0.0
home200876,2019-08-17,444.4372325142465,163712.01171154302,0.0
home15246,2018-07-23,471.41222788190436,173991.83982522716,0.0
home14242,2018-06-22,455.0997866600485,167228.21758926028,0.0
home15575,2018-05-10,478.2692112859909,176638.89710034998,0.0
home16478,2019-04-12,515.8796908373808,186123.04686038214,0.0
home11455,2019-07-10,438.8988623771245,155549.0014852057,0.0
home200397,2019-08-31,426.5657761052407,156136.5516509456,0.0
home12102,2018-05-04,431.43309514653106,157660.49754993408,0.0
home12110,2018-06-05,431.5024925153505,157689.98610094603,0.0
home14418,2018-10-24,457.43381733648215,168289.49970296735,0.0
home16797,2018-01-29,512.3102160126507,190345.47507325283,0.0
home10727,2019-10-07,432.8772781139995,153304.67121612353,0.0
home19940,2018-03-03,1898.9958653639198,745804.553490182,6583.228449221897
home16470,2019-12-06,515.5644591681465,186038.5999727858,0.0
home15884,2018-08-20,484.2303122398308,179586.51600811945,0.0
home15728,2018-06-06,481.2762681458515,178115.36623383113,0.0
home11443,2019-05-14,438.75750240225307,155517.98740579365,0.0
home17989,2019-04-17,594.536572374785,216280.98783000867,0.0
home201444,2019-12-13,479.7770324809386,178412.73950629812,0.0
home16994,2018-12-18,520.2997274203013,193431.98828240944,0.0
home13565,2018-06-17,446.3960518702462,163664.9378875796,0.0
home14059,2019-12-12,466.31672770997585,166153.08183598783,0.0
home14428,2018-03-24,457.532677889303,168374.2539263591,0.0
home18515,2019-08-13,647.5368710361447,237813.83470642538,0.0
home15633,2018-04-27,479.3695631517957,177248.46488234075,584.5393585170374
home14600,2019-10-17,473.9580799745875,169325.07846165122,0.0
home18007,2019-03-02,595.8706698202596,216681.7516304832,0.0
home17310,2019-12-09,550.6175119944504,198588.64228295078,0.0
home12451,2018-07-29,434.7199704880714,158871.89101569125,0.0
home200247,2019-01-07,421.69934185279243,154237.21101003938,0.0
home18775,2019-12-29,686.5240654625244,252873.19621171273,0.0
home14568,2018-11-18,459.7149384299786,169150.34185007756,0.0
home18272,2019-11-21,620.2448152219773,226052.46355687294,0.0
home15270,2018-12-23,471.6690328067814,174159.947615441,612.2974257615128
home18413,2019-01-29,634.7984917386648,232379.77684183695,0.0
home10993,2019-12-07,435.00388054386303,154181.44012537092,0.0
home14016,2019-11-04,465.5870590240069,165900.005138037,0.0
home18176,2019-05-03,609.8140237642192,222181.29507566275,0.0
home10631,2018-04-22,419.53023945800544,152986.44015968908,0.0
home18948,2019-09-11,720.2951766221643,264174.3645088932,0.0
home13884,2019-07-21,463.8994353262668,165234.74843465828,0.0
home10558,2019-05-14,431.5708151795901,152771.76504796615,0.0
home200248,2019-07-02,421.74984975321513,154257.5059954058,0.0
home15346,2018-04-14,473.25035077474905,174809.9336097915,0.0
home13835,2019-09-19,463.082816274951,165013.52156859596,0.0
home19076,2018-08-23,731.8685282779944,275281.3354741421,0.0
home19745,2018-02-04,1124.5599087565909,437191.2248470054,0.0
home11631,2018-05-31,427.5717294238577,156135.3359753659,0.0
home19453,2019-10-04,894.0066838888872,328293.7046905402,0.0
home13354,2018-12-05,443.9731139245974,162615.30978126387,0.0
home16794,2019-09-09,527.4748042764963,190323.54882262758,190323.54882262758
home15887,2018-01-06,484.3221530300856,179610.28705285402,0.0
home19212,2018-12-15,766.6652429949081,290376.60425184993,0.0
home200607,2019-01-13,433.7832608630588,159258.23700214858,0.0
home16267,2019-05-04,509.1886524619672,183431.92880699143,0.0
home14006,2019-02-24,465.4073153247676,165815.5717789247,0.0
home18269,2019-04-08,619.945896135526,225860.3615922875,0.0
home12302,2019-09-18,446.3401237980294,158357.7519034318,0.0
home17482,2018-12-02,542.8954369163147,202452.16146417052,0.0
home14678,2019-07-14,475.1510603811975,169925.86073749277,0.0
home13826,2019-01-27,462.9739663111781,164982.4918627149,0.0
home200723,2019-12-10,438.2053641695398,160981.75757605297,0.0
home13719,2018-04-06,448.0475787647706,164420.22339898048,0.0
home200993,2019-01-26,449.9375016856607,165749.4163680197,0.0
home17848,2019-01-17,582.7668989124568,211920.56276668503,0.0
home15040,2019-06-27,481.8064651865817,172659.48696375437,0.0
home12777,2018-01-17,437.76869149690776,160196.58609922047,0.0
home13402,2019-06-16,457.84908507685566,162916.58367832165,0.0
home15792,2018-08-27,482.4672666934519,178628.37798002898,0.0
home12942,2018-09-05,439.31651507310033,160866.93437918357,0.0
home16204,2019-02-19,507.28396767831583,182748.75254846818,0.0
home18328,2019-10-30,625.5750095519649,228110.6266248905,0.0
home15492,2019-07-02,490.6833593399649,175946.61834516583,0.0
home17530,2018-01-14,545.0119141013702,203510.96871061632,0.0
home11792,2019-02-01,441.75302787298034,156661.47005939778,0.0
home18306,2019-05-29,623.5091177372088,227217.48628459967,0.0
home11461,2018-03-08,426.1721770411909,155564.3096913211,0.0
home18014,2019-01-08,596.4043884396864,217181.93179310992,0.0
home10632,2018-07-05,419.53456020723064,152987.92078358866,0.0
home202478,2019-07-18,1758.878091931796,631106.5502658691,0.0
home15281,2018-07-20,471.88796770006246,174281.7567074226,501.9021697323559
home14605,2019-09-05,474.07781492979285,169362.77300764975,0.0
home19963,2019-11-16,2282.9750213610555,892859.2305045623,0.0
home16419,2018-10-03,498.94682438846013,185401.55005031612,0.0
home19714,2018-01-18,1068.7415311234029,417011.72102278675,0.0
home12466,2018-04-04,434.8945099218857,158938.651884545,0.0
home19965,2018-05-09,2261.8560388479254,907900.6289421523,0.0
home200202,2019-06-29,420.5601585771856,153577.8955012768,0.0
home18813,2019-10-01,691.1423788017623,255031.37478754716,0.0
home12780,2019-06-21,450.92411692476884,160205.70453680007,0.0
home15766,2018-12-27,481.8604172943363,178445.85947451202,0.0
home18444,2018-10-21,619.3908755742099,234182.0845490222,0.0
home13666,2019-08-19,460.91840572411314,164170.13270181202,0.0
home15879,2018-06-21,484.08734861369436,179523.6559834621,0.0
home10366,2019-11-14,429.8523702867986,152104.5726822869,0.0
home10231,2018-04-14,416.24606554545346,151660.23262055195,0.0
home13719,2019-04-06,461.4890061277137,164420.22339898048,0.0
home13303,2018-12-28,443.3596756562029,162399.06935281292,0.0
home16402,2018-09-15,498.455966734682,185149.45008011634,0.0
home10508,2019-08-26,431.08030397180397,152585.25179550907,0.0
home14660,2019-05-16,474.89544585731676,169782.4160400506,0.0
home12099,2018-02-06,431.3939425887393,157648.17278638604,0.0
home13067,2018-07-15,440.70921310569435,161348.80020628258,0.0
home12622,2019-10-01,449.4961712636864,159603.8634199699,0.0
home12951,2019-07-31,452.60882832868685,160925.1166980817,0.0
home10912,2018-03-11,421.75901681079125,153947.42796976617,0.0
home12173,2019-07-18,445.0912291390041,157895.43132932327,0.0
home17744,2018-04-20,558.578497141873,208881.66062574345,0.0
home13334,2018-08-08,443.76048295265616,162552.47724719413,0.0
home16034,2018-04-22,487.78149924545124,181023.05491914373,0.0
home10860,2018-11-14,421.4123858741494,153737.36353713472,0.0
home202064,2019-01-03,608.9905398547041,222873.6796856249,0.0
home14812,2019-01-28,477.42100328016494,170872.45945496464,0.0
home18511,2019-01-14,647.1203928214567,237536.25767287822,0.0
home14937,2018-05-14,465.9555761980947,171816.63733751696,0.0
home17308,2018-07-12,534.5565991175663,198571.05920763328,0.0
home200592,2019-08-11,433.12181442837624,159114.38639716033,0.0
home10544,2018-12-12,418.86787361294085,152722.84881674705,0.0
home201653,2019-04-28,505.68090373481994,187688.85234064318,0.0
home200069,2019-06-18,416.3786737033422,151784.3729273597,0.0
home11200,2018-05-08,423.97829368482815,154772.30054958773,0.0
home10204,2018-07-12,415.9596304649786,151554.46161341364,0.0
home19704,2019-04-05,1082.9700172641142,412983.47619729076,0.0
home15566,2018-01-03,478.1460855939891,176585.27035399745,0.0
home11813,2018-03-01,429.06320755933416,156729.13706987834,0.0
home18681,2018-06-04,651.1182525410816,247466.9807190622,0.0
home19153,2019-06-12,771.6860159551089,283466.9344154439,0.0
home10615,2019-06-27,431.9646899928667,152944.11043535415,0.0
home19222,2019-05-18,792.4145042969424,291586.1457546714,0.0
home13377,2018-11-16,444.25293376618083,162791.67409444632,0.0
home14697,2018-05-10,461.63515209169526,170052.9905126452,0.0
home10310,2019-01-16,429.3992931322829,151910.98633080735,0.0
home15753,2019-09-21,496.0636077136341,178284.57326738728,0.0
home17950,2018-03-17,573.9068102661435,214748.70505930617,0.0
home18894,2018-09-07,689.1214604333007,260537.9756635136,0.0
home12657,2018-12-12,436.6876678614764,159725.63327259925,0.0
home202094,2019-08-14,631.5900040945979,227432.1624646139,0.0
home14144,2018-09-10,453.7066291592848,166598.20649313403,0.0
home16735,2019-12-18,525.466099057919,189375.61088703183,0.0
home10991,2018-01-05,422.31496763435155,154178.55262723583,0.0
home18539,2019-01-02,650.2875767629376,239051.9034910567,0.0
home12652,2019-08-19,449.76666854921234,159708.8791719691,0.0
home16056,2019-12-11,503.1795868264576,181191.48204608838,0.0
home14522,2018-12-22,458.9355559523001,168936.146442682,735.3832393565456
home18891,2018-05-06,688.3891069994467,260313.57377662638,0.0
home18455,2019-08-01,639.7984989699833,234696.91188796057,0.0
home19165,2018-03-23,753.0795629006653,284748.8487127747,0.0
home11789,2018-04-24,428.8513912893765,156653.44239433593,0.0
home11000,2018-05-08,422.39734807445603,154199.42211673228,0.0
home15032,2018-09-03,467.5056129557937,172599.68609480315,0.0
home17318,2019-10-07,551.0048227145395,198698.77292578237,0.0
home201578,2019-11-05,495.61516044516077,183632.232143401,0.0
home201704,2019-01-03,511.89892585297173,190669.26220857573,0.0
home201675,2019-01-16,508.4371333666828,189133.7394747875,0.0
home19363,2018-11-12,828.644764073503,309494.81392370857,0.0
home201041,2019-03-12,452.0814395581419,167017.70439577295,721.8210081867028
home12921,2018-06-14,439.14127089093,160773.6641750101,0.0
home14329,2019-08-22,469.713568822245,167617.2992169042,0.0
home15932,2019-12-27,499.68375235032903,180008.93472079653,0.0
home17213,2019-10-19,545.8369415665437,196886.0851858703,0.0
home17930,2018-10-27,571.958217635147,214267.5281902679,0.0
home10965,2019-07-10,434.7872687959611,154131.0607352215,0.0
home16594,2018-07-28,505.1291967443651,187539.34174596317,0.0
home13784,2019-10-11,462.3312853514741,164788.81734847976,0.0
home16515,2018-01-09,502.1052674163687,186489.67844182104,0.0
home14302,2018-04-29,455.7081872283658,167522.3144072872,0.0
home200146,2019-08-06,418.9111166505517,152821.05802452867,0.0
home15853,2018-01-30,483.5751938399408,179240.56195643652,0.0
home13283,2018-04-25,443.01343978215954,162320.0980386755,0.0
home18194,2019-06-25,612.1416371374252,222694.3140141619,0.0
home201787,2019-04-25,525.2319299677436,196438.85671981622,0.0
home16004,2019-05-24,501.4418799879721,180727.38560978754,0.0
home14654,2018-06-13,460.9757837306232,169724.64311678888,0.0
home10693,2019-03-15,432.62223819865824,153190.86014509024,0.0
home15752,2018-10-19,481.5880231643227,178276.9323653092,0.0
home16899,2018-01-22,516.6017531941003,191834.7096216502,0.0
home13592,2019-01-10,460.1451389832236,163774.63466466597,0.0
home11826,2019-01-01,442.031118821314,156755.09864850753,0.0
home16566,2018-03-14,504.0894763871992,187145.59260242782,0.0
home16164,2018-07-24,491.6216085966985,182295.86918539164,0.0
home13780,2018-07-24,448.84627616303993,164773.8433237164,0.0
home18428,2019-12-30,636.2148314192917,233028.81990654208,0.0
home10407,2019-04-15,430.1043457633785,152254.4512870586,0.0
home19057,2019-05-12,748.6090070034145,273814.33550029556,505.3430533719761
home17422,2019-03-05,556.1641827598235,201062.86444433552,0.0
home15138,2019-06-24,483.45874761617125,173334.9438573537,0.0
home18762,2018-08-13,664.8802919928436,252145.5251676772,0.0
home17642,2019-07-13,568.4528900347713,206168.69544417516,0.0
home10604,2019-11-09,431.9051030971925,152912.9170576107,0.0
home14137,2018-10-07,453.6608892062499,166564.51338422883,0.0
home15516,2018-01-23,476.93761645559107,176150.14376815368,0.0
home10211,2018-04-24,416.0516953559889,151577.13475575796,0.0
home19925,2019-11-18,1833.6399109217457,705673.9396448605,0.0
home200764,2019-01-16,439.7685190865075,161752.81756781926,0.0
home18401,2019-01-23,633.6364164423044,231958.65752614423,0.0
home12065,2019-01-23,444.0299834456319,157549.01224956356,0.0
home18396,2019-03-03,632.7541743820897,231731.69366581572,0.0
home14621,2019-05-25,474.2546883044147,169499.29264562714,0.0
home201286,2019-01-01,466.8616673747342,173111.4803254653,0.0
home17816,2018-08-06,563.461476797136,210929.59413868707,0.0
home19808,2018-08-04,1267.0664355593096,482183.0965613018,0.0
home200609,2019-07-17,433.86141216963944,159303.7551833676,0.0
home16587,2019-12-23,519.9742257544859,187378.7433653106,0.0
home200513,2019-06-18,430.2260629722662,157679.8265035438,0.0
home11862,2019-07-03,442.39842865655146,156913.56120724097,0.0
home13112,2019-09-26,454.5068949874783,161560.86661943176,515.71845508939
home201611,2019-10-11,500.03802540963414,185282.92747680203,0.0
home12754,2019-06-27,450.65926879319653,160087.59853981808,0.0
home15033,2019-06-25,481.5515945909119,172603.87819913108,0.0
home16773,2019-02-03,526.747761924143,189899.0755977616,0.0
home10929,2018-10-12,421.91497425628,153975.11828779028,0.0
home14382,2018-07-02,456.94932378196484,168021.25887678555,0.0
home14863,2019-07-20,478.46811500238834,171225.9950950893,0.0
home19726,2019-11-20,1122.1665272715093,425598.8240327667,0.0
home10099,2019-06-15,427.21723901458483,151084.5664533227,578.0189983962892
home19449,2019-01-27,893.1723491330318,326907.6076682421,0.0
home14643,2018-05-07,460.7787724201277,169653.72256909613,0.0
home11946,2018-09-30,430.2260754278426,157161.39842100418,0.0
home11274,2019-08-14,437.3846025382397,155036.67712883546,0.0
home10146,2018-08-18,415.39970757220357,151296.34295172372,0.0
home19382,2018-03-23,836.9068314148843,313245.9482605987,0.0
home17198,2019-02-01,545.2874175992113,196623.52369437405,0.0
home202396,2019-01-03,973.3658096295653,360317.8401635826,0.0
home19490,2018-04-18,892.3758505951444,336563.3875582195,0.0
home19692,2019-03-02,1070.0173989977793,409878.49752204085,0.0
home13337,2018-10-25,443.80303407630106,162558.98995294643,0.0
home14080,2018-08-23,452.9096219273209,166245.41712703247,0.0
home14755,2018-02-14,462.53303973830134,170457.1167365428,0.0
home11413,2018-05-30,425.7450223628157,155427.47686562597,0.0
home17575,2018-04-01,548.2427665179084,204623.41055644292,0.0
home17399,2018-05-01,538.5272317196507,200462.02058301144,0.0
home12885,2018-12-30,438.73968039475267,160626.56837743532,0.0
home17166,2018-07-01,527.5911699785645,196074.4312263431,0.0
home16400,2018-04-17,498.40983311978397,185144.754825641,0.0
home19202,2019-06-22,786.1296228753083,288301.01557493943,0.0
home17449,2018-07-15,541.0822147566864,201537.23199362634,0.0
home13521,2019-07-23,459.3604511967174,163421.7692928755,0.0
home18671,2018-05-15,649.4335383198598,246788.64530862687,0.0
home12421,2018-03-08,434.53290819069093,158772.15127592572,0.0
home18224,2019-12-11,615.2553614857593,223690.94849702794,0.0
home12016,2019-09-18,443.72624670341395,157328.98407639016,0.0
home11452,2019-05-17,438.87246997746223,155546.38375592363,0.0
home11824,2019-06-08,442.01806827591514,156751.5151981424,0.0
home17721,2018-06-27,557.0946424271009,208263.6054188062,0.0
home201883,2019-05-23,548.9875184280122,202791.34125995316,0.0
home14786,2018-09-24,463.10137320810645,170691.24607941628,0.0
home200056,2019-02-23,415.8954589280737,151636.28082287638,0.0
home15844,2019-10-14,497.8115038656751,179139.42921815722,0.0
home12776,2018-12-08,437.7637063241109,160165.518269581,0.0
home15538,2018-05-04,477.5206988656289,176362.83367702004,0.0
home19420,2018-02-12,851.8471911749359,320206.7790539524,0.0
home15447,2019-11-10,489.57885529373385,175588.6217969101,0.0
home10728,2019-08-29,432.9011572596722,153305.93381773034,0.0
home11317,2019-05-17,437.76738541425436,155167.66959214266,0.0
home10057,2018-11-07,413.9818723781443,150898.92338485163,0.0
home16165,2018-01-22,491.64887807225494,182298.6100659894,0.0
home201445,2019-09-22,479.8023132033676,178423.56140276627,0.0
home12815,2019-01-04,451.26225849308133,160339.065633778,0.0
home14494,2019-10-29,472.0055643373459,168770.02458338076,0.0
home12408,2018-02-04,434.38473997690636,158725.25008652656,0.0
home11930,2018-07-21,430.1336312327749,157112.22614349786,0.0
home12763,2018-09-09,437.58572976199247,160122.09103173137,0.0
home12052,2019-04-13,443.93043261263506,157481.62435004412,0.0
home13456,2018-10-01,445.0744619665491,163116.98344021413,0.0
home13609,2019-02-03,460.332213961691,163842.41114457013,0.0
home19463,2018-03-01,873.7579366627474,329948.58013798425,0.0
home11139,2019-03-26,436.1076787535616,154594.18950315536,0.0
home14569,2018-05-15,459.71708609356483,169154.7980932137,0.0
home10734,2019-07-23,432.9811528981966,153326.48607958457,0.0
home14796,2018-11-10,463.22287350630177,170750.64545495503,0.0
home18917,2019-11-18,713.0734304631638,261877.89978988067,0.0
home202120,2019-06-19,642.3162875170019,232819.73957475804,0.0
home18033,2019-12-27,597.7716698328816,217696.6710308373,0.0
home12371,2019-01-29,447.0447901504821,158594.53480093862,0.0
home13920,2019-06-19,464.26392605654183,165386.5793898442,0.0
home201477,2019-06-23,483.6532494843222,179557.08083046624,0.0
